assessmentId,internalTaxonId,scientificName,code,name,presence,origin,seasonality,formerlyBred
262284504,22728856,Mascarenotus murivorus,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",Unknown
262288483,22728670,Upupa antaios,SH,"Saint Helena, Ascension and Tristan da Cunha",Extinct Post-1500,Native,"[""Resident""]",Unknown
262304241,103811601,Foudia delloni,RE,Réunion,Extinct Post-1500,Native,"[""Resident""]",
262305641,22710836,Necropsar rodericanus,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",Yes
262309629,103889951,Zosterops semiflavus,SC,Seychelles,Extinct Post-1500,Native,"[""Resident""]",Unknown
262346605,22728847,Lophopsittacus mauritianus,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",Yes
262347522,22728851,Necropsittacus rodricanus,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",Unknown
262348658,22714587,Nesillas aldabrana,SC,Seychelles,Extinct Post-1500,Native,"[""Resident""]",Unknown
15363041,5367,Coregonus johannae,US,United States,Extinct Post-1500,Native,"[""Resident""]",
15363041,5367,Coregonus johannae,CA,Canada,Extinct Post-1500,Native,"[""Resident""]",
254614367,45958541,Notomys robustus,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
254617306,18564,Pseudomys glaucus,AU,Australia,Extinct Post-1500,Native,,
254618980,14864,Notomys longicaudatus,AU,Australia,Extinct Post-1500,Native,,
254619200,14865,Notomys macrotis,AU,Australia,Extinct Post-1500,Native,,
254619530,14866,Notomys mordax,AU,Australia,Extinct Post-1500,Native,,
137243262,258435731,Coregonus trybomi,SE,Sweden,Extinct Post-1500,Native,"[""Resident""]",Yes
214530112,205789017,Anabarilius qionghaiensis,CN,China,Extinct Post-1500,Native,"[""Resident""]",
254618139,14861,Notomys amplus,AU,Australia,Extinct Post-1500,Native,,
254623623,75927882,Pseudomys auritus,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
246111491,22698580,Xenicus longipes,NZ,New Zealand,Extinct Post-1500,Native,"[""Resident""]",Unknown
261269865,22725862,Todiramphus cinnamominus,GU,Guam,Extinct Post-1500,Native,"[""Resident""]",
261990244,22728884,Aphanapteryx bonasia,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",Yes
261999490,62258591,Dryolimnas augusti,RE,Réunion,Extinct Post-1500,Native,"[""Resident""]",
262377757,22710840,Fregilupus varius,RE,Réunion,Extinct Post-1500,Native,"[""Resident""]",Yes
137244581,135513,Coregonus renke,DE,Germany,Extinct Post-1500,Native,"[""Resident""]",Yes
137245243,135529,Coregonus hoferi,DE,Germany,Extinct Post-1500,Native,"[""Resident""]",
137265564,135637,Gasterosteus crenobiontus,RO,Romania,Extinct Post-1500,Native,"[""Resident""]",
137269246,60375,Squalius palaciosi,ES,Spain,Extinct Post-1500,Native,"[""Resident""]",Yes
217760413,21286,Tachygyia microlepis,TO,Tonga,Extinct Post-1500,Native,,
217783334,13152363,Chioninia coctei,CV,Cabo Verde,Extinct Post-1500,Native,"[""Resident""]",
208118758,62184893,Aegolius gradyi,BM,Bermuda,Extinct Post-1500,Native,"[""Resident""]",
208123244,62183030,Bermuteo avivorus,BM,Bermuda,Extinct Post-1500,Native,"[""Resident""]",
208124384,62322970,Colaptes oceanicus,BM,Bermuda,Extinct Post-1500,Native,"[""Resident""]",
208161346,103772527,Pipilo naufragus,BM,Bermuda,Extinct Post-1500,Native,"[""Resident""]",Yes
217759270,9017,Chelonoidis abingdonii,EC,Ecuador,Extinct Post-1500,Native,"[""Resident""]",
22088402,18763,Pteropus tokudae,GU,Guam,Extinct Post-1500,Native,,
54340769,54498,Atelopus chiriquiensis,PA,Panama,Extinct Post-1500,Native,"[""Resident""]",
54340769,54498,Atelopus chiriquiensis,CR,Costa Rica,Extinct Post-1500,Native,"[""Resident""]",
54357699,3172,Incilius periglenes,CR,Costa Rica,Extinct Post-1500,Native,"[""Resident""]",
54358350,54549,Atelopus senex,CR,Costa Rica,Extinct Post-1500,Native,"[""Resident""]",
83804687,33562,Ochrosia kilaueaensis,US,United States,Extinct Post-1500,Native,,
178409463,22690740,Zenaida graysoni,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",Unknown
181392751,103823595,Hemignathus lucidus,US,United States,Extinct Post-1500,Native,"[""Resident""]",Unknown
183183404,34040,Delissea undulata,US,United States,Extinct Post-1500,Native,"[""Resident""]",
185559739,113166006,Leucadendron spirale,ZA,South Africa,Extinct Post-1500,Native,"[""Resident""]",Yes
43520162,35042,Ochrosia brownii,PF,French Polynesia,Extinct Post-1500,Native,,
183183123,33670,Melicope macropus,US,United States,Extinct Post-1500,Native,,
192624320,12751,Barbodes resimus,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192625045,18886,Barbodes clemensi,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",Yes
192625192,18888,Barbodes disa,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192625464,18890,Barbodes herrei,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192625645,18891,Barbodes katolo,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",No
192625785,18892,Barbodes lanaoensis,PH,Philippines,Extinct Post-1500,Native,,
192626206,18901,Barbodes tras,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192626589,18904,Barbodes manalak,PH,Philippines,Extinct Post-1500,Native,,
192626734,20687,Barbodes palata,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192624463,15633,Barbodes palaemophagus,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192624604,15634,Barbodes truncatulus,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192624745,18882,Barbodes amarus,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
192624901,18884,Barbodes baoulan,PH,Philippines,Extinct Post-1500,Native,,
192624182,4135,Barbodes pachycheilus,PH,Philippines,Extinct Post-1500,Native,"[""Resident""]",
13483086,2864,Bolyeria multocarinata,MU,Mauritius,Extinct Post-1500,Native,,
17023353,17023321,Gongylomorphus borbonicus,RE,Réunion,Extinct Post-1500,Native,"[""Resident""]",
17432636,17432631,Phelsuma edwardnewtonii,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",
166839636,11410,Leiolopisma mauritiana,MU,Mauritius,Extinct Post-1500,Native,"[""Resident""]",
166933641,22607,Madatyphlops cariei,MU,Mauritius,Extinct Post-1500,Native,,
207436539,196773,Peromona erinacea,SC,Seychelles,Extinct Post-1500,Native,"[""Resident""]",
207438077,201462,Dicrogonatus gardineri,SC,Seychelles,Extinct Post-1500,Native,"[""Resident""]",
207440879,11577,Lepidomeda altivelis,US,United States,Extinct Post-1500,Native,"[""Resident""]",
207441610,8706,Fundulus albolineatus,US,United States,Extinct Post-1500,Native,"[""Resident""]",
195444267,22685776,Conuropsis carolinensis,US,United States,Extinct Post-1500,Native,"[""Resident""]",Unknown
205917399,22693621,Haematopus meadewaldoi,PT,Portugal,Extinct Post-1500,Vagrant,"[""Non-Breeding Season""]",Unknown
205917399,22693621,Haematopus meadewaldoi,ES,Spain,Extinct Post-1500,Native,"[""Resident""]",Unknown
207443416,11388,Leiocephalus eremitus,PR,Puerto Rico,Extinct Post-1500,Native,"[""Resident""]",
207441342,9183,Gila crassicauda,US,United States,Extinct Post-1500,Native,"[""Resident""]",
54344718,55201,Oophaga speciosa,PA,Panama,Extinct Post-1500,Native,"[""Resident""]",
63869216,59445,Hypselotriton wolterstorffi,CN,China,Extinct Post-1500,Native,"[""Resident""]",
149811572,30393,Streblorrhiza speciosa,NF,Norfolk Island,Extinct Post-1500,Native,,
22390382,14706,Nesoryzomys darwini,EC,Ecuador,Extinct Post-1500,Native,"[""Resident""]",
54365740,56413,Craugastor anciano,HN,Honduras,Extinct Post-1500,Native,"[""Resident""]",
54369525,56810,Craugastor omoaensis,HN,Honduras,Extinct Post-1500,Native,"[""Resident""]",
153774712,22720863,Melamprosops phaeosoma,US,United States,Extinct Post-1500,Native,"[""Resident""]",Yes
157724204,23156,Xiphophorus couchianus,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
153022606,22685533,Cyanopsitta spixii,BR,Brazil,Extinct Post-1500,Native,"[""Resident""]",Yes
1998432,191696,Allotoca goslinei,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
2757376,20285,Skiffia francesae,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
3104750,6144,Cyprinodon alvarezi,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
130025081,14891,Notropis orca,US,United States,Extinct Post-1500,Native,"[""Resident""]",
130025081,14891,Notropis orca,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
546437,14881,Notropis amecae,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
511283,13013,Megupsilon aporus,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
2774500,21120,Stypodon signifer,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
546490,14882,Notropis aulidion,MX,Mexico,Extinct Post-1500,Native,"[""Resident""]",
17023949,17023550,Leiolopisma ceciliae,RE,Réunion,Extinct Post-1500,Native,"[""Resident""]",
83794603,44077,Amaranthus brownii,US,United States,Extinct Post-1500,Native,"[""Resident""]",
22186735,9003,Geocapromys thoracatus,HN,Honduras,Extinct Post-1500,Native,,
22186876,10860,Isolobodon portoricensis,VI,"Virgin Islands, U.S.",Extinct Post-1500,Introduced,,
22186876,10860,Isolobodon portoricensis,HT,Haiti,Extinct Post-1500,Native,,
22186876,10860,Isolobodon portoricensis,DO,Dominican Republic,Extinct Post-1500,Native,,
22186876,10860,Isolobodon portoricensis,PR,Puerto Rico,Extinct Post-1500,Introduced,,
22327069,20322,Solenodon marcanoi,DO,Dominican Republic,Extinct Post-1500,Native,,
22390443,14708,Nesoryzomys indefessus,EC,Ecuador,Extinct Post-1500,Native,"[""Resident""]",
22357957,15255,Oligoryzomys victus,VC,Saint Vincent and the Grenadines,Extinct Post-1500,Native,"[""Resident""]",
47608529,272625865,Clianthus puniceus,NZ,New Zealand,Extinct Post-1500,Native,"[""Resident""]",
211437583,39483,Pieris wollastoni,PT,Portugal,Extinct Post-1500,Native,"[""Resident""]",
217035836,217035752,Chaeropus ecaudatus,AU,Australia,Extinct Post-1500,Native,,
217036166,217036096,Chaeropus yirratji,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
217910559,18338,Prolagus sardus,IT,Italy,Extinct Post-1500,Native,"[""Resident""]",
217910559,18338,Prolagus sardus,FR,France,Extinct Post-1500,Native,"[""Resident""]",
254613685,5223,Conilurus albipes,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
254618912,19344,Rattus macleari,CX,Christmas Island,Extinct Post-1500,Native,"[""Resident""]",
254619993,19351,Rattus nativitatis,CX,Christmas Island,Extinct Post-1500,Native,"[""Resident""]",
254622081,75927841,Conilurus capricornensis,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
257423866,3719,Campsicnemus mirabilis,US,United States,Extinct Post-1500,Native,"[""Resident""]",
258643164,15331,Onychogalea lunata,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
258647331,3626,Caloprymnus campestris,AU,Australia,Extinct Post-1500,Native,,
258653869,136805,Bettongia pusilla,AU,Australia,Extinct Post-1500,Native,,
258662140,16570,Perameles eremiana,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
258666243,71510353,Bettongia anhydra,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
258669736,12625,Notamacropus greyi,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
258673370,12651,Macrotis leucura,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",
258675825,11160,Lagorchestes asomatus,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",Yes
258676419,11163,Lagorchestes leporides,AU,Australia,Extinct Post-1500,Native,"[""Resident""]",Yes
268501052,268275087,Pytinicarpa tonitrui,NC,New Caledonia,Extinct Post-1500,Native,"[""Resident""]",
273147385,273147335,Mastigodiaptomus galapagoensis,EC,Ecuador,Extinct Post-1500,Native,"[""Resident""]",
