assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
9315891,21741,Thermosphaeroma thermophilum,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9315891,21741,Thermosphaeroma thermophilum,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
2594210,199495,Margatteoidea amoena,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
2594210,199495,Margatteoidea amoena,11.5,Other impacts,1.2,Ecosystem degradation,,,,Whole (>90%),Causing/Could cause fluctuations,,Future,
2594210,199495,Margatteoidea amoena,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
2612719,199821,Acalypha wilderi,4.1,Roads & railroads,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
2612719,199821,Acalypha wilderi,2.2.3,Scale Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
2612719,199821,Acalypha wilderi,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
2612719,199821,Acalypha wilderi,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9706669,32433,Ormosia howii,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9706669,32433,Ormosia howii,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9706669,32433,Ormosia howii,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
2706765,201472,Eucarlia alluaudi,2.1.3,Agro-industry farming,1.1,Ecosystem conversion,,,,Whole (>90%),Causing/Could cause fluctuations,,"Past, Unlikely to Return",
2706765,201472,Eucarlia alluaudi,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Whole (>90%),Causing/Could cause fluctuations,,"Past, Unlikely to Return",
2706821,201484,Orthomorpha crinita,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
2706821,201484,Orthomorpha crinita,2.1.2,Small-holder farming,1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,"Past, Unlikely to Return",
2706821,201484,Orthomorpha crinita,8.1.2,Named species,1.2,Ecosystem degradation,,Cinnamomum verum,,Whole (>90%),Unknown,,Ongoing,
2706821,201484,Orthomorpha crinita,11.2,Droughts,"","",,,,Whole (>90%),Causing/Could cause fluctuations,,Ongoing,
2887512,39158,Flabellidium spinosum,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,,,,Ongoing,
2887512,39158,Flabellidium spinosum,2.1.2,Small-holder farming,1.1|2.1,Ecosystem conversion|Species mortality,,,,,,,Ongoing,
10847953,44074,Achyranthes atollensis,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
10847953,44074,Achyranthes atollensis,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9593744,30932,Kokia cookei,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
9593744,30932,Kokia cookei,8.2,Problematic native species/diseases,2.1,Species mortality,,,,,,,"Past, Unlikely to Return",
4881283,155997,Bythinella gibbosa,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Whole (>90%),Rapid Declines,,Ongoing,
12546193,6179,Cyprinus yilongensis,7.2.3,Abstraction of surface water (agricultural use),1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Very Rapid Declines,,"Past, Likely to Return",
12546193,6179,Cyprinus yilongensis,5.1.1,Intentional use (species is the target),2.2,Species disturbance,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
12546193,6179,Cyprinus yilongensis,9.3.1,Nutrient loads,1.2|2.3.8,Ecosystem degradation|Other,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
12546193,6179,Cyprinus yilongensis,5.1.2,Unintentional effects (species is not the target),2.2,Species disturbance,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
12546193,6179,Cyprinus yilongensis,9.2.3,Type Unknown/Unrecorded,1.2|2.3.8,Ecosystem degradation|Other,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
10856873,44109,Cyanea pinnatifida,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
10856873,44109,Cyanea pinnatifida,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
10856873,44109,Cyanea pinnatifida,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified Rattus,,,,,"Past, Unlikely to Return",
10856873,44109,Cyanea pinnatifida,8.1.2,Named species,1.2,Ecosystem degradation,,Sus domesticus,,,,,"Past, Unlikely to Return",
9649100,31636,Cnidoscolus fragrans,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
19848542,73,Mirogrex hulensis,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
20887241,18384,Prototroctes oxyrhynchus,5.4.1,Intentional use: (subsistence/small scale) [harvest],2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
20887241,18384,Prototroctes oxyrhynchus,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
20887241,18384,Prototroctes oxyrhynchus,8.1.2,Named species,2.1,Species mortality,,Unspecified SALMONIDAE,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
21424474,22148,Trigonoscuta yorbalindae,1.1,Housing & urban areas,"","",,,,,,,"Past, Unlikely to Return",
22159785,7121,Elaphurus davidianus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
22159785,7121,Elaphurus davidianus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,"Past, Unlikely to Return",
22159785,7121,Elaphurus davidianus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
16935685,54837,Nectophrynoides asperginis,9.3.3,Herbicides and pesticides,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
16935685,54837,Nectophrynoides asperginis,7.2.11,Dams (size unknown),1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
16935685,54837,Nectophrynoides asperginis,8.2,Problematic native species/diseases,2.1,Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
58297104,15949,Pantanodon madagascariensis,2.1.4,Scale Unknown/Unrecorded,1.1,Ecosystem conversion,,,,,,,"Past, Unlikely to Return",
58297104,15949,Pantanodon madagascariensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
58297104,15949,Pantanodon madagascariensis,8.1.2,Named species,2.1,Species mortality,,Unspecified Gambusia,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
63488710,63488699,Contomastix charrua,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
63488710,63488699,Contomastix charrua,1.1,Housing & urban areas,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
63488710,63488699,Contomastix charrua,8.1.2,Named species,2.1|2.2,Species mortality|Species disturbance,,Canis familiaris,,,,,"Past, Unlikely to Return",
63488710,63488699,Contomastix charrua,8.1.2,Named species,2.1|2.2,Species mortality|Species disturbance,,Felis catus,,,,,"Past, Unlikely to Return",
69633018,69620808,Galba vancouverensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,2.3.1,Nomadic grazing,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,,,Invasive plants,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,8.1.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,,Unspecified Rattus,,,,,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,8.1.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,,Oryctolagus cuniculus,,,,,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,8.1.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,Feral,Capra hircus,,,,,"Past, Unlikely to Return",
2990410,43923,Oldenlandia adscensionis,8.1.2,Named species,1.2|2.1,Ecosystem degradation|Species mortality,Feral,Ovis aries,,,,,"Past, Unlikely to Return",
22281556,14676,Nesophontes zamicrus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
22281556,14676,Nesophontes zamicrus,8.1.2,Named species,2.3.2,Competition,,Unspecified Rattus,,,,,"Past, Unlikely to Return",
99166529,97104847,Calathus extensicollis,2.1.1,Shifting agriculture,1.1|1.2|2.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,Minority (<50%),Very Rapid Declines,,"Past, Unlikely to Return",
99166539,97111002,Calathus vicenteorum,2.1.1,Shifting agriculture,1.1|1.2|2.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
99166539,97111002,Calathus vicenteorum,8.1.1,Unspecified species,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
101749951,178595,Emoia nativitatis,8.1.2,Named species,1.2|1.3|2.1,Ecosystem degradation|Indirect ecosystem effects|Species mortality,,Anoplolepis gracilipes,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
101749951,178595,Emoia nativitatis,8.1.2,Named species,2.1,Species mortality,,Lycodon capucinus,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
101749951,178595,Emoia nativitatis,3.2,Mining & quarrying,1.2,Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
115104581,12081,Erythrolamprus perfuscus,8.1.2,Named species,2.1,Species mortality,Feral,Urva auropunctata,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
115104581,12081,Erythrolamprus perfuscus,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
12468486,61365,Tristramella magdelainae,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
12468486,61365,Tristramella magdelainae,7.2.8,Abstraction of ground water (unknown use),1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
5990668,165210,Viola cryana,5.2.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
5990668,165210,Viola cryana,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
62798278,62798275,Lepidium amissum,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
62798350,62798347,Trilepidea adamsii,8.1.2,Named species,2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,Trichosurus vulpecula,,,,,"Past, Unlikely to Return",
62798350,62798347,Trilepidea adamsii,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
62798350,62798347,Trilepidea adamsii,5.2.1,Intentional use (species is the target),2.2,Species disturbance,,,No,,,,"Past, Unlikely to Return",
62798350,62798347,Trilepidea adamsii,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
97386102,16527,Pelusios seychellensis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,,
97386102,16527,Pelusios seychellensis,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,,
4831171,155726,Islamia ateni,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
4831171,155726,Islamia ateni,7.2.1,Abstraction of surface water (domestic use),1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
4831171,155726,Islamia ateni,7.2.2,Abstraction of surface water (commercial use),"","",,,,,,,,
3874098,133711,Senecio leucopeplus,2.3.4,Scale Unknown/Unrecorded,"","",,,,Whole (>90%),Unknown,,Ongoing,
3874098,133711,Senecio leucopeplus,8.2,Problematic native species/diseases,"","",,,,Whole (>90%),Unknown,,Ongoing,
3874098,133711,Senecio leucopeplus,6.1,Recreational activities,"","",,,,Whole (>90%),Unknown,,Ongoing,
1496235,177724,Stagnicola pilsbryi,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
1496235,177724,Stagnicola pilsbryi,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
1496235,177724,Stagnicola pilsbryi,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
1496235,177724,Stagnicola pilsbryi,7.2.4,Abstraction of surface water (unknown use),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
6178632,166049,Anabarilius macrolepis,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,Ongoing,
6178632,166049,Anabarilius macrolepis,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
6178632,166049,Anabarilius macrolepis,9.3.1,Nutrient loads,1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
12858623,7863,Epioblasma arcaeformis,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
67371983,30560,Trochetiopsis erythroxylon,2.2.1,Small-holder plantations,1.1|2.1,Ecosystem conversion|Species mortality,,,,Unknown,Very Rapid Declines,,"Past, Unlikely to Return",
67371983,30560,Trochetiopsis erythroxylon,12.1,Other threat,1.3|2.3.5,Indirect ecosystem effects|Inbreeding,,,,Whole (>90%),Unknown,,Ongoing,
67371983,30560,Trochetiopsis erythroxylon,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.3|2.1,Ecosystem conversion|Indirect ecosystem effects|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
67371983,30560,Trochetiopsis erythroxylon,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2|1.3|2.1,Ecosystem degradation|Indirect ecosystem effects|Species mortality,,,No,Majority (50-90%),Very Rapid Declines,,Ongoing,
67371983,30560,Trochetiopsis erythroxylon,2.1.2,Small-holder farming,1.1|1.2|1.3|2.1,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
67371983,30560,Trochetiopsis erythroxylon,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Likely to Return",
67371983,30560,Trochetiopsis erythroxylon,8.2.2,Named species,2.3.1,Hybridisation,,Trochetiopsis ebenus,,Unknown,Unknown,,Ongoing,
67371983,30560,Trochetiopsis erythroxylon,8.1.2,Named species,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,Sus domesticus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
67371983,30560,Trochetiopsis erythroxylon,8.1.2,Named species,2.2,Species disturbance,Feral,Mus musculus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
22177809,41320,Cryptonanus ignitus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
22177809,41320,Cryptonanus ignitus,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
22177809,41320,Cryptonanus ignitus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
50188573,10168,Hippotragus leucophaeus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
50188573,10168,Hippotragus leucophaeus,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
50188573,10168,Hippotragus leucophaeus,11.5,Other impacts,1.1,Ecosystem conversion,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
87739867,87583728,Angraecum astroarche,2.1.2,Small-holder farming,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,,,,"Past, Unlikely to Return",
87739867,87583728,Angraecum astroarche,2.1.1,Shifting agriculture,1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,,,,"Past, Unlikely to Return",
87739867,87583728,Angraecum astroarche,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,,,,"Past, Unlikely to Return",
77504770,168180,Plectostoma sciaphilum,3.2,Mining & quarrying,1.1|2.1,Ecosystem conversion|Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
67371775,37854,Acalypha rubrinervis,8.1.1,Unspecified species,1.1|1.2|1.3|2.3.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Competition,,,,Unknown,"Slow, Significant Declines",,"Past, Unlikely to Return",
67371775,37854,Acalypha rubrinervis,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.1|1.2|1.3|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance,,,No,Unknown,Rapid Declines,,"Past, Unlikely to Return",
67371775,37854,Acalypha rubrinervis,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,Unknown,Rapid Declines,,"Past, Unlikely to Return",
67371775,37854,Acalypha rubrinervis,12.1,Other threat,1.3,Indirect ecosystem effects,,,,Unknown,Unknown,,"Past, Unlikely to Return",
22281724,14672,Nesophontes hypomicrus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
22281724,14672,Nesophontes hypomicrus,8.1.2,Named species,2.3.2,Competition,,Unspecified Rattus,,,,,"Past, Unlikely to Return",
61526819,32059,Mangifera casturi,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
61526819,32059,Mangifera casturi,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,8.1.1,Unspecified species,1.2|2.3.2,Ecosystem degradation|Competition,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
67370818,37595,Lachanodes arborea,2.2.1,Small-holder plantations,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Unknown,Very Rapid Declines,,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,12.1,Other threat,2.3.8,Other,,,,Whole (>90%),Unknown,,Ongoing,
67370818,37595,Lachanodes arborea,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.3|2.1,Ecosystem conversion|Indirect ecosystem effects|Species mortality,,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2|2.1,Ecosystem degradation|Species mortality,,,No,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,5.3.2,Intentional use: (large scale) [harvest],1.1|1.3|2.1,Ecosystem conversion|Indirect ecosystem effects|Species mortality,,,,Unknown,Very Rapid Declines,,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
67370818,37595,Lachanodes arborea,2.1.3,Agro-industry farming,1.1|1.2|1.3|2.1|2.3.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality|Competition,,,,Minority (<50%),Very Rapid Declines,,Ongoing,
67372241,37598,Nesiota elliptica,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2|2.1,Ecosystem degradation|Species mortality,,,No,Unknown,Very Rapid Declines,,"Past, Unlikely to Return",
67372241,37598,Nesiota elliptica,8.1.1,Unspecified species,1.2|1.3|2.3.2,Ecosystem degradation|Indirect ecosystem effects|Competition,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
67372241,37598,Nesiota elliptica,8.4.1,Unspecified species,2.1,Species mortality,,,,,"Slow, Significant Declines",Fungal diseases,"Past, Unlikely to Return",
67372241,37598,Nesiota elliptica,2.3.2,"Small-holder grazing, ranching or farming",1.1|2.1,Ecosystem conversion|Species mortality,,,,Minority (<50%),Very Rapid Declines,,"Past, Unlikely to Return",
67372241,37598,Nesiota elliptica,12.1,Other threat,1.3|2.3.5|2.3.7,Indirect ecosystem effects|Inbreeding|Reduced reproductive success,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
67372241,37598,Nesiota elliptica,2.1.3,Agro-industry farming,1.1|1.2|1.3|2.1|2.3.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species mortality|Competition,,,,Minority (<50%),Very Rapid Declines,,"Past, Unlikely to Return",
79818502,4288,Rucervus schomburgki,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
79818502,4288,Rucervus schomburgki,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
79818502,4288,Rucervus schomburgki,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,"Past, Unlikely to Return",
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.1,Species mortality,,Toxoplasma gondii,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Urva javanica,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,8.5.2,Named species,2.1,Species mortality,,Toxoplasma gondii,,Whole (>90%),"Slow, Significant Declines",,Future,West Nile Virus (WNV)
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Minority (<50%),Negligible declines,,Ongoing,
94048187,22706052,Corvus hawaiiensis,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,1.2,Ecosystem degradation,,Ovis aries,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,1.2,Ecosystem degradation,,Bos taurus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Felis catus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,6.3,Work & other activities,2.2|2.3.7,Species disturbance|Reduced reproductive success,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Likely to Return",
94048187,22706052,Corvus hawaiiensis,5.1.3,Persecution/control,2.1,Species mortality,,Bos taurus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
94048187,22706052,Corvus hawaiiensis,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,Avipoxvirus
94048187,22706052,Corvus hawaiiensis,8.2.2,Named species,2.1,Species mortality,,Buteo solitarius,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,West Nile Virus (WNV)
94048187,22706052,Corvus hawaiiensis,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Rattus exulans,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
96986338,96986314,Bradycellus chavesi,2.1.1,Shifting agriculture,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
96986338,96986314,Bradycellus chavesi,11.1,Habitat shifting & alteration,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
96986338,96986314,Bradycellus chavesi,11.2,Droughts,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Whole (>90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
103193535,103192401,Tokea orthostichon,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
103193535,103192401,Tokea orthostichon,1.2,Commercial & industrial areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Unknown,,"Past, Unlikely to Return",
103193535,103192401,Tokea orthostichon,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
103193535,103192401,Tokea orthostichon,3.2,Mining & quarrying,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
